title,time,author,sent,label
早熟柑桔量少价高，市场潜力尚待开发,2021/8/20 20:40,农财网柑桔通,温州蜜柑是最早熟的品种，广西崇左产区6月份就开始上市，时间早而且正好赶上端午假期，价格一直上涨。,1
从过去4个月，窥探当下的中国柑橘产业现状！,2021/2/24 17:36,作物大王新农盟,全球疫情影响，出口受阻，内销压力增大，让原本就供大于求的柑橘销售难上加难。,-1
从过去4个月，窥探当下的中国柑橘产业现状！,2021/2/24 17:36,作物大王新农盟,从2020年11月已经陆续上市的赣南脐橙、砂糖橘、沃柑、耙耙柑、不知火来看，相比往年，这些品种的价格均低于去年同期，甚至相比去年同期出现价格腰斩。,-1
从过去4个月，窥探当下的中国柑橘产业现状！,2021/2/24 17:36,作物大王新农盟,四川：走货缓慢，价格低于去年同期主要品种：耙耙柑、不知火上市时间：12月中下旬地头收购价：耙耙柑3-4元/斤，不知火2.5元/斤左右当下，正值四川耙耙柑、不知火上市，笔者调研了眉山、乐山等地的种植户和收购商，得到的反馈总结来看：2021年四川耙耙柑、不知火当下走量不大，且走货缓慢，地头收购价格低于去年同期，每斤下降约1元/斤。,-1
从过去4个月，窥探当下的中国柑橘产业现状！,2021/2/24 17:36,作物大王新农盟,冻害直接影响品质，也直接影响价格，有果农反馈，“冻伤的收购价格在1元/斤左右。”,-1
选对品种，是柑橘种植成功的关键！未来哪些品种最有前景？,2021/2/5 20:21,岭南农经,产能的急剧上升，带来的是行情的急剧下滑，虽然临近春节，砂糖桔产地价已经涨至2.3-2.5元/斤。,1
选对品种，是柑橘种植成功的关键！未来哪些品种最有前景？,2021/2/5 20:21,岭南农经,但相较以前，价格下滑也是非常的明显，种植效益大不如前。,-1
选对品种，是柑橘种植成功的关键！未来哪些品种最有前景？,2021/2/5 20:21,岭南农经,耙耙柑好果价已经涨至5元/斤，业界人士预测，年后耙耙柑好果还有上涨的空间。,1
中柑所曹立：西南地区柑橘优势品种前景分析,2021/2/9 11:48,菜头农业说,产能的急剧上升，带来的是行情的急剧下滑，虽然临近春节，砂糖桔产地价已经涨至2.3-2.5元/斤。,1
中柑所彭良志：未来柑桔市场或将呈现9大趋势！顺势而为，柑桔人或更容易赚到钱！,2021/6/7 17:40,作物大王新农盟,因此，如果没有大的自然灾害发生，未来5年柑桔整体价格将持续下降。,-1
这味中草药，暴涨五成！销量却不降反升？商家囤货惜售，专家最新提醒…,2021/8/24 00:00,中国基金报,陈皮价格的上涨，对于消费者而言提高了成本，但有商家表示，价格上涨之后，陈皮销量反而有上升趋势。,1
