label,review
0,九斤黄从16年2月到17年5月是2010年后价格最低持续时间最长的一个时间段，所以就有了九斤黄会被市场淘汰被白玉等山药会替代的疑问，整体山药价格偏低时低价位的品种便首当其冲，这两年整体蔬菜行情低迷也点中了九斤黄的死穴，当然品种的增加也会有行情的相互倾轧，但各有各的消费地位，只是此消彼长罢了。
1,针对菜价上涨的问题，近日，记者采访了从事蔬菜批发生意的王经理，王经理表示，这段时间蔬菜价格上涨的主要原因是因为目前蔬菜收获处于空窗期，露天蔬菜歇市，大棚蔬菜上市量少，供不应求，再加上还有半个月的时间就到中秋节了，才导致这个局面的发生，王经理分析，考虑到当前居民消费水平，预计近期蔬菜价格不会上涨太明显。
0,除了大蒜本身的销售外还有大蒜的深加工行业，一旦大蒜价格下降会使得部分蒜制品企业开始増加生产量，这样就加大了大蒜的消耗量。
0,本周在省外，省内蔬菜货源增多的压力下，部分品种都有滞销现象，少量品种有论包、论件销售的情况，供大于求，黄瓜价格波动特别大，这周黄瓜价格陡跌，下跌幅度41.29%，黄瓜货源主要来自省外山东，少量河南和辽宁黄瓜，省内汉川和郊区东西湖少量货源，现在山东天气好转，适宜的气候使黄瓜出场量增加，收购价格下跌较快，上周黄瓜价格还是在4元-5.5元公斤左右，本周黄瓜价格在1.8元-2.4元公斤左右，上周好的行情吸引货源的大量进入，货源增多后价格下跌较大；
0,"除了大蒜本身的销售外还有大蒜的深加工行业,一旦大蒜价格下降会使得部分蒜制品企业开始増加生产量，这样就加大了大蒜的消耗量。"
0,猪肉近期将随着气温的回落，消费需求的增加，价格将稳中略升。
1,具体来看，从产区了解，随着学校开学及“中秋”“国庆”双节临近，餐饮及食品加工企业备货量增加，鸡蛋需求量逐渐放大，致使鸡蛋价格有所上升，但由于前期鸡蛋价格快速上涨，也抑制了一部分终端消费，预计价格上升空间有限。
1,而惠州猪粮比价由7月底的7.01:1上涨至8月底的7.52:1，考虑到天气逐渐转凉肉类消费将增加，各大专院校的开学也将促进集中消费，加上今年中秋国庆连休8天，均能有效刺激肉类消费，预计对猪肉价格有所提振。
1,其中，萝卜种子销售价格50～195元/kg，加权价格64.92元/kg，同比下降了30.51%，环比上涨了7.26%；
1,小白菜种子销售价格30～100元/kg，加权价格65.69元/kg，同比下降了18.88%，环比上涨了15.93%；
0,大白菜种子销售价格50～204元/kg，加权价格56.9元/kg，同比下降了30.91%，环比下降9.08%；
1,儿菜种子销售价格100～241元/kg，加权价格121.87元/kg，同比上涨了11.08%，环比上涨了21.92%；
1,菠菜种子销售价格20～50元/kg，加权价格26.01元/kg，环比上涨了29.2%；
0,夏秋时节，市场上销售的豆角类蔬菜品种是*全的，销量也是*的，今年6月底，山东武县豆角成熟大量上市，价格一度出现了从1块3直线下降到4毛的暴跌局面。
0,香菇下降原因是因为随着消费淡季的来临，市场走货慢，导致价格有所下降。
0,如今酷暑时节已过，据市场商贩介绍，根据往年的销售经验，再过十多天，蔬菜价格将会出现一定幅度的回落，尤其是白菜、油菜等绿叶类蔬菜价格将会大幅跳水。
0,山东聊城莘县董杜庄镇，有四十万余亩蔬菜温室大棚种植基地，全年各种蔬菜交替上市，本基地蔬菜种植面积大，选择品种优，价格低，质量好品质优，货源多，商品性非常好，常年盛产优质长豆角，四季豆芸豆，扁芸豆，西葫芦，黄瓜，茄子，圆角，尖椒，线椒，丝瓜，冬瓜等蔬菜，货量充足。
0,山东聊城莘县董杜庄镇，有四十万余亩蔬菜温室大棚种植基地，全年各种蔬菜交替上市，本基地蔬菜种植面积大，选择品种优，价格低，质量好品质优，货源多，商品性非常好，常年盛产优质长豆角，四季豆芸豆，扁芸豆，西葫芦，黄瓜，茄子，圆角，尖椒，线椒，丝瓜，冬瓜等蔬菜，货量充足。
0,部分蔬菜由于处于销售旺季，上市量较大，一时间市场达到饱和，造成了供需比例失衡，随之价格下降。
1,上周市场上的西红柿每天销售500吨左右，销售量较大，同时这个时期的西红柿品质也是*的，从而导致了供不应求的现象，所以价格呈上涨趋势。
0,本芹菜处于上市中期，市场上市量较大，形成了供大于求的现象，再加上天气炎热，芹菜不耐储存，短时间内销售不完就会变色烂掉，导致了芹菜价格有所回落。
0,由于去年大面积扩种，南瓜滞销，价格低迷，种植户普遍亏损，今年各地主产区南瓜种植面积普遍减少，根据南瓜种子经销商数据，今年定边的南瓜种植面积不到去年的三分之一，不仅定边，鄂托克前旗、集宁、神池等南瓜主产区普遍种植面积大幅减少，据种子经销商反映，鄂托克前旗红南瓜的种植面积不到去年的四分之一，集宁的面积不足去年的三分之一。
0,部分蔬菜由于处于销售旺季，上市量较大，一时间市场达到饱和，造成了供需比例失衡，随之价格下降。
1,上周市场上的西红柿每天销售500吨左右，销售量较大，同时这个时期的西红柿品质也是*的，从而导致了供不应求的现象，所以价格呈上涨趋势。
0,本芹菜处于上市中期，市场上市量较大，形成了供大于求的现象，再加上天气炎热，芹菜不耐储存，短时间内销售不完就会变色烂掉，导致了芹菜价格有所回落。
1,从节日因素来看，节假日时期较容易引起蔬菜价格短期上涨。
1,“在供求较为平稳的时候，节日期间存在蔬菜零售均价短期冲高回落的现象，说明节日家人团聚对菜价有一定刺激作用，消费者基本适应假期价格的惯性上涨。”
1,本周蛋价继续上涨，市场反映目前处于“伏缺期”鸡蛋产量下降，同时也不排除有人为因素推高蛋价，“鸡蛋卖不动，价格还在涨，这种情况并不多见”，市场提示养殖场户在关注销地鸡蛋批发价格同时也应关注销售情况，合理安排生产。
1,七月份市场销售的多为本地菜，由于本月我市雨水和高温天气较多，影响蔬菜的采摘和上市，蔬菜价格波动比较大，预计8月我市蔬菜继续保持小幅上涨趋势。
1,进入三伏天，蔬菜价格纷纷上涨，前期价格一向看涨的辣椒销售却平平淡淡，不现往日的红火。
0,由于供求失衡的影响，加之进入夏季以来，气温一直较高降低了消费量，干辣椒价格已经回落到较为理性的每斤5.7～6.2元。
1,市民周素娥每天都到湖塘消费品综合市场买菜，她告诉记者，近期的菜篮子有点重，尤其是蔬菜价格，上涨幅度比较大。
1,蔬菜种植户杨玉方：种的少，买的人多，像那样的青菜卖10元/斤，小青菜长的少，天热死了一部分蔬菜经营户黄亚萍：小药芹批发价原来只要2.5到3元/斤，现在要5.5元/斤，要翻一倍的价钱，香菇原先批发价7.5元/斤，现在13元/斤此外，因为近期天气热，运输销售过程中损耗较大，鱼类、河虾、龙虾等水产品的价格也有小幅上涨。
1,上周市场上销售的莲藕仍然以安徽的为主，如果按照正常情况，莲藕的价格应该是逐渐下降的，上周价格之所以环比上涨，仍然是高温天气造成的。
1,郑州市市场发展局一位工作人员说，从郑州菜市场运行情况看，上周大部分蔬菜呈上涨趋势，主要原因是由于部分蔬菜接近销售尾期，上市量减少，但是市场需求量并没有减少，导致了蔬菜价格随之上涨。
1,进入三伏天，蔬菜价格纷纷上涨，前期价格一向看涨的辣椒销售却平平淡淡，不现往日的红火。
0,由于供求失衡的影响，加之进入夏季以来，气温一直较高降低了消费量，干辣椒价格已经回落到较为理性的每斤5.7～6.2元。
1,近期持续的高温天气，给蔬菜的采摘、运输都带来难度，尤其是受贮存能力条件的限制，蔬菜的腐败浪费极大，使得蔬菜从采摘至农贸市场流通这期间的成本加大，传导终端消费价格上涨。
1,2017年上半年，郑州市居民消费价格水平累计上涨1.3%。
0,此外，蔬菜价格和鸡蛋价格的下降，对猪肉消费也有一定影响。
1,进入9月份，学校开学，团体消费开始启动，再加上做月饼的月饼厂、餐饮企业开始备货，鸡蛋价格有望在9月份以后出现*上涨行情。
0,肉禽由于天热销售不畅，价格下跌0.3%，猪肉领跌。
1,蔬菜类因高温导致市场进货量和销售量双降（经营户反映降幅约10～15%），价格上涨0.6%，叶菜类上涨了4.8%，青菜、小白菜、大白菜等涨幅均超5%。
1,随着天气渐热，市场上百合和冬瓜的销售迅速走俏，目前百合的日销量达到16吨/天，批发价10.80元/公斤，与上周价格环比上涨3%，与去年同期相较下跌10%；
0,山东聊城莘县董杜庄镇，有四十万余亩蔬菜温室大棚种植基地，全年各种蔬菜交替上市，本基地蔬菜种植面积大，选择品种优，价格低，质量好品质优，货源多，商品性非常好，常年盛产优质长豆角，四季豆芸豆，扁芸豆，西葫芦，黄瓜，茄子，圆角，尖椒，线椒，丝瓜，冬瓜等蔬菜，货量充足。
0,本周白萝卜价格下跌幅度较大，白萝卜均价在本周下跌40.22%，白萝卜货源来自省内宜昌长阳和恩施高山地区，现在两地白萝卜都进入出产期，货源增多，上市集中，货物滞销，使白萝卜价格下跌较快；
1,入伏后，天气炎热，加之全市大、中专院校进入假期，肉类消费需求季节性减少，价格上涨空间有限，预计猪肉价格以稳为主，或有微幅波动。
1,本周市场姜、蒜价格有小幅上扬，市场一级净蒜批发平均价8元每公斤，环比有0.1元每斤的上涨，分析原因，主要是当前新蒜晾晒、入库工作已基本结束，当前销售的新蒜水份减少，更耐储存，质量的提高，带动价格的上扬。
1,消费者可支配收入的大幅增加，使得对于水果高品质的追求已明显超过价格连续上涨所带来的敏感性，如产自海南的“千禧”品种圣女果虽然价格高出普通圣女果一倍有余，但依托良好的口感纵然旺销时20元/公斤的均价依然受到消费者的追捧；
1,消费者可支配收入大幅提高，而国产水果连年涨价，拉近与进口水果的价格差距，多数品种价格与进口水果相持平，使得消费者更乐于选择口感较好的进口水果；
1,我国对进口水果的需求量的提升，促使各国水果纷纷涌入我国，价格相于于逐年上涨的国产水果而言不差距变得不是那么大了，进而带动了消费量的提升。
1,二：大蒜动态分析上周大蒜价格与上上周相比价格小幅上涨，大蒜级蒜平均价格由上上周一的5.40元/公斤，上涨到上周五的均价5.88元/公斤，上涨了0.48元/公斤，环比上涨8.89%，大蒜价格小幅上涨，成交量，成交额下降的主要原因如下：1是今年新蒜入库早，蒜片缺货加工量大，国内外消费市场补货，使得大蒜价格上市后持续上涨。
0,由于供求失衡的影响，加之进入夏季以来，气温一直较高降低了消费量，干辣椒价格已经回落到较为理性的每斤5.7—6.2元。
1,近日，国家统计局惠州调查队发布的数据显示，今年6月，惠州居民消费价格水平比5月上涨0.1%，与2016年同月比上涨1.7%，累计上涨2%。
1,此外，消费品价格也以上涨为主。
1,同时高温天气活鱼在运输、销售途中损耗量增加，成本上扬，导致淡水鱼价格上涨。
0,二是进入伏天，高温天气下，居民对鸡蛋的消费量下降，再加上各大院校进入暑假，鸡蛋市场整体需求较前期有明显下降，致使鸡蛋价格回落。
1,黄瓜货源来自省外山东、河南，省内汉川，郊区东西湖等地，前期黄瓜货源较多严重滞销，价格下跌较大，部分黄瓜因滞销出现烂货现象，只能除垃圾，发货商亏损严重，现在省外第一季黄瓜结束下市，第二季新苗黄瓜刚上市，质量好货源少，收购价格提高，使黄瓜批发价在本周上涨较大；
1,猪肉价格在6月一直处于相对稳定的态势，现价格在22元/公斤，从市场了解到，最近猪肉价格很难上涨，因开工工地有限，外来农民工数量减少，间接影响本地猪肉消费量，加之生猪养猪户对生猪养殖的积极性依旧高涨，生猪存栏数充沛，市场生猪供大于求，进入7月猪肉价格是否上涨，难以预测。
0,肯尼亚和摩洛哥地理位置接近，生产效率差不多，尽管肯尼亚菜豆品质上乘，但是生产和运输成本高，消费者觉得价格太高，转向价格低廉其他两国产品。
0,"豆角大量上市中,基地现货供应全年各种蔬菜交替上市，本基地蔬菜种植面积大，选择品种优，价格低，质量好品质优，货源多，商品性非常好，常年盛产优质长豆角，四季豆芸豆，扁芸豆，西葫芦，黄瓜，茄子，圆角，尖椒，线椒，丝瓜等蔬菜，货量充足。"
0,由于本地菜量小、菜品不全、时令性较强，不能为市区各大农贸市场提供稳定、全面的货源，尤其是个体种植户，缺乏固定的销售渠道，因此在蔬菜供销旺季，较容易造成价格下降。
0,随着气温升高，外运蔬菜保鲜都要进行加冰处理，运输成本较高，所以在蔬菜供应旺季，即使本地个别品种供应过剩，菜农也会选择就地处理，无法及时运输到外地销售，从而导致个别蔬菜价格出现下降的现象。
1,业内人士表示，目前生猪市场供应整体偏紧，存栏量略有减少，加上市场消费仍不佳，猪肉价格上涨但涨幅有限。
1,地产土豆上市量明显增多，优质土豆价格上涨，今天*批发价格为2.00元/公斤，涨幅0.56元/公斤，本季正是土豆销售旺季，预计其交易量还将有上涨空间。
0,２０１７年土豆行情总分析，首先说一下今年土豆价格一直处于低迷状态，现在走货量尚可，市场消化量不是很大，全国各地土豆都处于过剩状态，致使老百姓都嫌弃价格低不够本，都自己储存起来，形成了储存风。
1,"二:大蒜动态分析上周大蒜价格与上上周相比价格上涨，大蒜级蒜平均价格由上周一的4.83元/公斤，上涨到周六的均价5.22元/公斤，单周上涨了0.39元/公斤，环比上涨8.07%，大蒜价格上涨，成交量上涨，成交额陡升的主要原因如下:1,新蒜上市后鲜蒜价格由高到低，价位比较低，国内外消费市场都能接受当前价格。"
1,5:由于今年出口比往年提前20多天，鲜蒜上市后就开始加工出口，国内市场也大量补货，大蒜消耗量大，金乡周边货源以消耗很大一部分，金乡县周边县市区大蒜种植户蒜薹出售的恐慌心理降低，现在不急于出售大蒜，造成市场鲜蒜上货量小，价格上涨局面，在这里提醒广大蒜农要适时销售，抓住大蒜价格上涨期好出售的机会出售大蒜。
1,6:大蒜销售经过一段时间的销售，大蒜价格的连续上涨，储存商观望气氛有所增加，使得储存商收储积极性降低。
0,农产品价格“过山车”过程中，价格涨幅过大常常引起消费者抱怨，而价格下跌过多则愁坏农民。
1,地产大西瓜上市量平稳上涨，今天*批发价格为1.39元/公斤，平均跌幅0.10元/公斤，深受广大消费者的喜爱。
1,二是换茬、换产地，进入六月中旬开始部分蔬菜产地就开始由本地及本地周边河北的固安、徐水、保定等地往北移置秦皇岛、张北等地，运输等费用有所增加，因此价格也随之上涨，莲藕上涨的主要原因是产地轮换，本地藕下市，目前市场上销售的都是云南鹭江的新藕。
1,地产大西瓜上市量平稳上涨，今天*批发价格为1.39元/公斤，平均跌幅0.10元/公斤，深受广大消费者的喜爱。
0,村民告诉记者，洋葱价格低客商少农户愁销售，一亩地接近赔两千块钱。
1,进入五月，阳光照射时间长，广西地区的本地蔬菜上市量大增，使得蔬菜价格季节性下跌，销售近半年外地蔬菜逐渐被本地蔬菜替换，与此同时受本地菜量大，特别是蒜薹、苦瓜、白蒜、茄子、豇豆等品种与上月相比价格下跌较大，因为五月本地菜的运输成本较外地明显偏低，使前期价格高的外地蔬菜销售受到强烈冲击，整体蔬菜价格进入季节性下跌通道。
0,据南环桥市场统计数据显示，目前正是河虾销售旺季，昨日河虾批发价跌到每斤30.5元，比上周价格下跌8%。
0,其中，大蒜全省平均销售价格每500克为4.65元，与5月31日相比下降0.15元，降幅为3.13%。
1,鸡蛋因部分地区货源紧张，价格小幅回升，全省平均销售价2.58元，比5月31日上涨0.39%。
0,“今年的白菜价格好，每公斤1.5元，这棚白菜我已卖到了6000多元，今年我一共种了三个棚的大白菜，照这样的行情，我这三个棚可收入1.8万元左右，相当于30亩的棉花收入，虽然忙了些，但收入可观，我正计划进一步扩大蔬菜种植面积呢！”
1,但2016年初以来，遭遇寒潮天气，蔬菜价格上涨明显，加之农业供给侧结构性改革中，玉米等农产品价格下行趋势明显，蔬菜的种植效益凸显，导致农民去冬今春纷纷扩大蔬菜种植面积。
1,今年西瓜价格偏高，王晨认为主要有两个原因，一是去年山东、河南等地产的北方西瓜销售形势不错，提高了当地瓜农的期望值，收购价上涨；
0,何东风说，市场上销售的辣椒多是来自外地，价格便宜些，但口感较差。
1,2016年初遭遇寒潮天气，蔬菜价格上涨明显，加之农业供给侧结构性改革中，玉米等农产品价格下行趋势明显，蔬菜的种植效益凸显，导致农民去冬今春纷纷扩大蔬菜种植面积。
0,一直持续高位运行的白蒜价格终于开始走低了，据悉下降的主要原因：一是储存的老蒜全部下市，目前市场上销售的全部是今年的新蒜，二是由于前几年大蒜价格较高，带动了农民种植的积极性，种植面积都有所增加，三是前期天气晴好，气温较高使其生长加速，导致山东、河南产地集中上市，因此价格走低。
0,自2016年年底开始，受蛋鸡存栏量相对偏大、玉米价格较低以及禽流感影响，鸡蛋价格持续走低，据对养殖户调查了解，目前鸡蛋价格低但市场需求低迷，加之气温升高，鸡蛋保鲜困难，养殖户处于亏损状态，压力较大，有减少存栏、淘汰蛋鸡的意愿却无人收购，鸡蛋变成了养殖户的“伤心蛋”。
0,如包菜、蒜苔，由于去年收益较高，今年种植面积增加，滞销情况严重，以我市大型超市5月15日的价格为例，包菜、蒜苔每500克的零售价格分别为0.19元、1.68元，与上月同期相比分别回落7.21%、75.29%；
0,一直持续高位运行的白蒜价格终于开始走低了，据悉下降的主要原因：一是储存的老蒜全部下市，目前市场上销售的全部是今年的新蒜，二是由于前几年大蒜价格较高，带动了农民种植的积极性，种植面积都有所增加，三是前期天气晴好，气温较高使其生长加速，导致山东、河南产地集中上市，因此价格走低。
1,很多城镇消费者喜欢在大超市里买农产品，即便是价格高也喜欢在超市里买。
0,去年冬瓜价格低，很多地方的冬瓜出现滞销，瓜农普遍亏损。
0,以现在的大蒜价格和销售量来看，今年的保鲜蒜销售不完已成定局，后期保鲜蒜储存商赔钱的局面将会出现，保鲜蒜价格还有进一步下降的趋势。
0,新华市场内销售蔬菜的摊主老陈告诉记者，“从四月下旬开始，多种蔬菜因供应量陡增出现滞销，导致价格大跌，特别是五一过后这段时间，降得更厉害。
0,但即便价格下降，销售量也没有明显提升，基本和往常持平。
0,“五一”假期过后，随着气温的上升，本地菜上市交易量加大，蔬菜成本降低，客菜上市交易量小幅下降，蔬菜平均价格呈季节性下降趋势。
0,山东聊城莘县董杜庄镇，有四十万余亩蔬菜温室大棚种植基地，全年各种蔬菜交替上市，本基地蔬菜种植面积大，选择品种优，价格低，质量好品质优，货源多，商品性非常好，常年盛产优质长豆角，四季豆芸豆，扁芸豆，西葫芦，黄瓜，茄子，圆角，尖椒，线椒，丝瓜等蔬菜，货量充足。
1,叶类菜白菜、甘蓝、韭菜、小白菜、菠菜全省平均销售价格每500克分别为1.15元、1.15元、1.71元、2.00元、2.53元，与4月26日价格相比，白菜、小白菜、菠菜分别上涨0.05元、0.13元、0.05元，涨幅为4.55%、6.95%、2.02%;
1,根类菜土豆、白萝卜、胡萝卜全省平均销售价格每500克分别为2.08元、1.05元、2.06元，与4月26日价格相比，分别上涨0.05元、0.07元、0.14元，涨幅为2.46%、7.14%、7.29%。
1,茎类菜大葱、芹菜、莲菜、蒜苔、莴笋全省平均销售价格每500克分别为1.89元、1.40元、2.70元、3.40元、1.13元，与4月26日价格相比，大葱、莲菜、莴笋分别上涨0.02元、0.09元、0.07元，涨幅为1.07%、3.45%、6.60%;
1,果实类菜圆茄子、青椒、西红柿、西葫芦、冬瓜、豆角、黄瓜全省平均销售价格每500克分别为2.69元、2.94元、3.10元、1.48元、1.83元、5.25元、2.29元，与4月26日价格相比，圆茄子、西红柿、冬瓜、豆角分别上涨0.02元、0.06元、0.04元、0.21元，涨幅为0.75%、1.97%、2.23%、4.17%;
0,"其他类菜黄豆芽、老豆腐、蘑菇全省平均销售价格每500克分别为1.99元、2.16元、4.57元，与4月26日价格相比,分别下降0.01元、0.01元、1.04元，降幅为0.50%、0.46%、18.54%。"
1,分析说明：上周大白菜的涨幅是65.71%，本周上涨46.55%，本周山东兰陵大白菜货源进场较少，现在货源主要来自省外河南，省内随州、嘉鱼，郊区东西湖等地，省内嘉鱼和郊区东西湖大白菜进入尾期即将退市，随州大白菜由于去年种植面积过大，供大于求使大白菜价格一度跌至低谷，论包、论件销售，农户亏损较大，今年大白菜种植面积缩小，货源减少后导致近期大白菜价格上涨较大，待宜昌高山地区大白菜上市后价格有望回落；
0,本地郊区蔬菜的上市对省外同类产品造成影响，市场内部分蔬菜价格都有下跌，监测的二十个蔬菜品种瓠子的价格下跌*，瓠子下跌19.11%，瓠子货源来自省外福建，省内汉川，郊区东西湖，近期天气晴雨相间，温度适宜，瓠子生长速度加快，本地瓠子上市量*比*多，收购价格下跌较快，瓠子有滞销现象，导致批发价格下跌较快较大，后期货源量继续放大，瓠子价格还有下跌的可能；
1,据市物价局工作人员分析，鸡蛋价格上扬主要是由于目前市场需求量有所上升，特别是端午节即将来临，随着节日临近，预计鸡蛋价格还将上涨。
0,节后猪肉批发价呈现回落趋势，从监测数据上来看，节日期间猪肉的价格一度涨到18.4元/公斤，而目前的价格回落到了17.4元/公斤。
1,据了解，节后猪肉降价是很正常的“节后回落”现象，由于节日效应，五一假期内猪肉需求量上升，猪肉价格出现了短暂的小幅上涨，节后供需恢复正常，价格也就降下来了。
1,原因是去年此时正是库存土豆价格高峰期，相反今年却是历年来所未经历的库存土豆滞销期，两者相比形成巨大的反差。
1,其中西红柿交易量最大，今天最高批发价格为3.80元/公斤，每公斤比昨天上涨了0.10元，西红柿营养丰富，深受广大客商和消费者的喜爱。
1,分析说明：大白菜均价从今年一月开始就处在下滑阶段，一月初时大白菜均价在0.81元/公斤，后期滑落到0.4元/公斤，最低冰点价格在0.27元/公斤，沉寂了快四个月低价的大白菜价格在本周反弹较大，现在大白菜货源来自省外山东兰陵，省内随州、嘉鱼，郊区东西湖等地，山东大白菜是随青椒、黄瓜拼车过来的少量货源，质量好收购价格高，销售价格在每公斤0.5元—0.8元左右，随州大白菜新上市，货源少质量好销售价格在每公斤0.4元-0.6元左右，嘉鱼大白菜是三月青品种。
1,市场大蒜现阶段上市产地主要为杞县、中牟、山东和淮阳，其中库存大蒜已经到了销售尾期，价格不断上涨，而且现在饭店更偏爱于库存蒜，新蒜口感不及老蒜，进而导致库存蒜价格上涨。
1,据商户介绍，云南大蒜在销售尾期价格上涨，导致后期杞县等地的大蒜高价上市，而且大蒜品质的不同导致价格不一，品质较高的大蒜价格已达到9.00元/kg，所以新蒜价格整体处于上涨的趋势。
0,本周市场销售的有机花菜价格整体呈下降趋势，主要原因：一是上市量大。
0,现在市场上销售的有机花菜产地主要是中牟本地、山东和周口，本地有机花菜大量上市，周口精品有机花菜也开始上市，上市量增加导致有机花菜价格下降。
0,有机花菜的同类蔬菜西兰花和普通花菜现在都大量上市而且价格低廉，巨大的市场竞争导致有机花菜商户不得不降低价格销售。
0,2：现在河南早熟蒜以上市，产量增加已是事实，去年早熟蒜产量在1500--2300斤/亩，今年早熟蒜产量在2500--3200斤/亩，平均亩产量增加950斤，储存大户和个别媒体宣传现有保鲜蒜不够消化的了，鼓动储存商惜售撑价销售，大蒜价格连创历史新高，造成大蒜有价无市现象，储存商心理明白，今年大蒜没有储存两年的价值了，如果在不及时出手，大蒜价格下降时，利益将大打折扣。
0,滕州丰荣农业荷兰十五土豆全面进行中先说前段时间的行情趋势，第一天开始走货是上个月也就是3月30号，当时是本地区最早的种植农户开始有少量的卖货，最大6.8米车走货，亩产量当时在4500-5000左右，价格是1.8-1.9开始的，毕竟是刚开始量很少，这种行情走货量持续了有6天，一直到4月5号开始上货量有所增加，不再是观望状态，农户都蠢蠢欲动，准备出手，同时行情也逐渐明朗化，整体价格在1.65-1.75，都是去土5%，这时亩产量就能达到5000以上啦，从而正式开始早期的三膜销售，早期三模的优势就是货源相对来说较少，高价格会持续几天，1.65-1.75的价格一直持续到13号，整整一个多星期左右的时间，14号开始，行情走势开始下滑，而且是一天一个价，主要原因是整个产地的三膜都开始翘头上市，引起了价格波动，就是量大导致，一天一毛，一直到19号，下降到1.2的价格开始出现稍稳状态，这种状态的形成主要是因为最早期三膜销售的进入后半段，出货量相对慢慢减少，而中期的三膜土豆开始跟上脚步，这几天在转折，行情就跟着稍稳一些，一直到今天22号行情还是1.1-1.15之间徘徊。
1,2016年，我国黄瓜种植面积有所扩大，产量稳中有增，市场价格同比小幅上涨，国内消费持续增加，出口下滑。
1,随着天气的逐渐回暖，禽流感影响消退，群众对鸡肉、鸡蛋的消费热情开始上涨，再加上各地活禽交易市场陆续开放及中秋节备货消费影响，鸡蛋价格或将触底反弹；
1,春节前后是肉类销售旺季，节前市场供应量增加，节后供应减少，市场需求出现集中上涨，节后价格会有所下降。
1,西兰花各个产地都已经进入销售尾期，而云南和缅甸货基本已经不再进入市场，货量骤降，导致价格上涨。
0,本周市场销售的黄瓜价格整体呈下降趋势，主要原因：一是上市量大。
0,收购期间价格低将会促进收购期间的市场消化能力将会大增，减少库存压力！
1,避免二：我省冬作区薯农因2017年2到4月价格马铃薯价格一般，以参照2016年同一时期价格，冬作区薯农初期惜售意愿较强，若到后期一直不涨价甚至跌价可能造成大量集中上市而引起市场大幅波动和滞销卖难现象发生。
1,但市场普遍认为由于2016年灾害重，商品马铃薯减少、货源不足，后期价格上涨预期增强，生产者和经销商囤货入库及惜售意愿较强，库存维持较高水平，而随着明年春季马铃薯存储条件变化，集中销售可能性增大，价格也可能出现大幅震荡的情况。
1,9：大户储存商的理性出售，价格下滑就停止销售，价格上涨就开始销售，始终保持良好心态，使得大蒜价格下降稍有难度。
0,据集宁区养殖大户张先生透露：现在鸡蛋的批发价为每斤两块五六，自己养了七八年鸡，今年鸡蛋价格最低，销量最好，他认为鸡蛋价格大幅下跌的原因主要是养鸡数量太多，鸡蛋产能过剩，供大于求，导致价格便宜，就北方而言，鸡蛋价格下跌受禽流感影响较小。
0,唐先生告诉记者，他将辣椒运往广东销售，一车辣椒需要8500元运费，到广东的批发市场销售，还需要交1000元的档口费，除去这些费用，每斤辣椒都挣不到一角钱，所以他们都减少了收购量，究竟是什么原因导致今年辣椒的市场价格如此低迷呢?
0,据银川调查队价格处工作人员介绍称，肉蛋类价格下降的主要原因是“民众周期性消费减少，消费积极性降低，导致肉蛋类价格走低。”
0,蔬菜市场方面，春节过后，居民消费量逐渐增加，蒜薹、芸豆、青椒等蔬菜价格回落明显，带动蔬菜市场价格整体回落。
0,随着节日效应的减弱，猪肉市场进入销售淡季，价格平稳回落。
0,随着节日效应的减弱，猪肉市场逐渐进入销售淡季，市场需求量将略有减少，价格将随之回落。
0,多年来集科研，制种，销售为一体，为广大葱农朋友提供了质量优良，价格低廉的大葱种子。
0,节日过后，随着春天的来临，气温逐渐转暖，预计蔬菜价格将会有所回落。
0,原因分析：春节、元宵节两节过后，天气逐渐晴好，气温逐渐回升，蔬菜生长逐渐加快，市场蔬菜供应量有所增加，致蔬菜价格不断回落，尤其是节日热销菜，如西红柿、黄瓜等价格不断下降。
0,也有大环境的的因素，今年1-2月份蔬菜价格是近几年同期最低，市场行情持续低迷销售商春节备货不积极，年前的销售黄金档对行情的提升也微不足道，等等有些原因还要您的指教咯！
0,近日，国家统计局哈尔滨城调队对消费品市场26种食品监测显示，本月20日与10日比，价格下降的有15种，持平的11种，分别占57.7%和42.3%。
0,水果番茄、樱桃番茄市场需求量越来越大，水果番茄供不应求，樱桃番茄中的千禧品系价高量少，其全年批发均价可高于普通番茄2倍，生产者可根据自身的实际情况，适当扩大种植规模，贴合消费者喜爱偏好，但是，切忌盲目跟风，一哄而上，防止因需求量有限而导致的价格大跌。
0,“这一轮行情对我们甘肃的洋葱销售影响*，”甘肃洋葱贸易有限公司负责人田新院说，近期南方蔬菜上市量充足，且价格相对更低，影响了洋葱的销量，甘肃黄皮洋葱与紫皮洋葱价格均为0.30元/斤，比2016年同期价格下降0.90元/斤，2016年红皮葱和黄皮葱价格为1.0元-1.20元/斤。
1,茄1.价格预判2016年番茄种植面积小幅增加，产量稳中有升，消费需求略有扩大，出口稳中有降，价格同比上涨；
0,樱桃番茄市场需求量越来越大，甚至供不应求，樱桃番茄中的千禧品系价高量少，其全年批发均价可高于普通西红柿2倍，生产者可根据自身的实际情况，适当扩大种植规模，贴合消费者喜爱偏好，但是，切忌盲目跟风，一哄而上，防止因需求量有限而导致的价格大跌。
1,茄1.价格预判2016年番茄种植面积小幅增加，产量稳中有升，消费需求略有扩大，出口稳中有降，价格同比上涨；
